url,title,location,latitude,longitude,price,description,property_type,available_date,photo_count,first_photo_url,all_photos,contact_info,management_company,amenities,age,ages,any_pets,available,balcony_roof_terrace,bills_included,broadband_included,couples_allowed,deposit,deposit_room_1,deposit_room_2,deposit_room_3,deposit_room_4,disabled_access,furnishings,garage,garden_patio,gender,living_room,max_age,maximum_term,min_age,minimum_term,number_housemates,number_flatmates,occupation,parking,pets_allowed,price_pcm,references,room_type,smalloweding_allowed,smoker,total_number_rooms,vegetarian_vegan
https://www.spareroom.co.uk/flatshare/london/drayton_green/17826111?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Luxurious house with so much social space!,Drayton Green,51.52073820,-0.32729660,885,"🏠 Luxurious house with so much social space!

✨ Private garden access, Balcony with views, Parking available, Fully furnished, Bills included, Spacious double bedroom, Shared living room, Garden/patio access

👥 Medium-sized household, Mixed gender household

📅 Available for immediate move-in

💰 £885 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,11,https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/27/96277337.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/27/96277337.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/27/96277336.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/27/96277333.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/27/96277328.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/27/96277331.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/27/96277332.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/27/96277334.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/27/96277327.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/27/96277335.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/27/96277329.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/27/96277330.jpg",Free tocontact,Built Asset Management Limited,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,Now,No,Yes,Yes,No,0,,,,,No,Furnished,No,Yes,"1 Female, 3 Males",shared,45,2 months,21,2 months,4,,Not suitable for students,No,No,885 pcm,Yes,double,No,No,5,
https://www.spareroom.co.uk/flatshare/london/chiswick/17909524?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Massive room in Chiswick,Chiswick,51.50070630,-0.25405990,"1,137","🏠 Massive room in Chiswick

✨ Private garden access, Balcony with views, Parking available, Fully furnished, Bills included, Spacious double bedroom, Shared living room, Garden/patio access

👥 Medium-sized household, Male-only household

💰 £1,137 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,N/A,10,https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/97/96977263.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/97/96977263.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/97/96977270.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/97/96977264.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/97/96977265.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/97/96977266.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/97/96977267.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/97/96977262.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/97/96977268.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/97/96977269.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png",Free tocontact,Built Asset Management Limited,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,31-Aug-25,No,Yes,Yes,No,0,,,,,No,Furnished,No,Yes,All Males,shared,45,6 months,21,6 months,6,,Not suitable for students,No,No,"1,137 pcm",Yes,double,No,No,7,
https://www.spareroom.co.uk/flatshare/london/east_putney/14424955?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,🔥 East Putney large Double Room!🔥 1300PCM,East Putney,51.45983112,-0.20151231,1300,"🏠 🔥 East Putney large Double Room!🔥 1300PCM

✨ Private garden access, Balcony with views, Parking available, Fully furnished, Bills included, Spacious double bedroom, Shared living room, Garden/patio access

👥 Medium-sized household, Mixed gender household

💰 £1300 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,N/A,8,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/15/97159884.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/15/97159884.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159883.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/81/87/81879685.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/70/93/70935565.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/70/93/70935574.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/70/93/70935577.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png, https://static.spareroom.co.uk/static/brandedads/610/logo.png",Free tocontact,Capital Living,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,1-Oct-25,No,Yes,Yes,No,0,,,,,No,Furnished,No,Yes,"2 Females, 3 Males",shared,45,None,21,6 months,5,,Not suitable for students,Yes,No,"1,300 pcm",No,double,No,No,6,
https://www.spareroom.co.uk/flatshare/london/earlsfield/17066411?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Newly refurbished double rooms - 1021- 1229,Earlsfield,51.43987790,-0.18396340,1021,"🏠 Newly refurbished double rooms - 1021- 1229

✨ Parking available, Fully furnished, Bills included, Spacious double bedroom, Shared living room, Garden/patio access

👥 Medium-sized household, Mixed gender household

💰 £1021 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,N/A,10,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/08/97089273.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/08/97089273.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/08/97089272.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/08/97089280.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/08/97089279.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/08/97089292.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/90/14/90144129.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/08/97089295.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/90/14/90144127.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/BR_14x11.png, https://static.spareroom.co.uk/static/brandedads/610/logo.png",Free tocontact,Capital Living,"Parking, Bills Included, Furnished",,,No,30-Sep-25,No,Yes,Yes,No,,0,0,,,No,Furnished,No,Yes,"2 Females, 4 Males",shared,45,None,21,6 months,6,,Not suitable for students,No,No,"1,021 pcm",No,double,No,No,6,Yes
https://www.spareroom.co.uk/flatshare/london/chiswick/17917367?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Large double room in Chiswick for 1211,Chiswick,51.50105100,-0.25486800,1211,"🏠 Large double room in Chiswick for 1211

✨ Private garden access, Balcony with views, Parking available, Fully furnished, Bills included, Spacious double bedroom, Shared living room, Garden/patio access

👥 Medium-sized household, Mixed gender household

💰 £1211 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,N/A,9,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/04/97040863.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/04/97040863.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/04/97040865.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/04/97040864.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/04/97040857.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/04/97040861.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/04/97040860.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/04/97040858.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png, https://static.spareroom.co.uk/static/brandedads/610/logo.png",Free tocontact,Capital Living,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,20-Aug-25,No,Yes,Yes,No,0,,,,,No,Furnished,No,Yes,"3 Females, 2 Males",shared,45,None,22,6 months,5,,Available to all,No,No,"1,211 pcm",No,double,No,No,6,
https://www.spareroom.co.uk/flatshare/london/ealing/17927850?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,2 double rooms in Ealing 902 - 931,Ealing,51.51393250,-0.31985010,902,"🏠 2 double rooms in Ealing 902 - 931

✨ Parking available, Fully furnished, Bills included, Spacious double bedroom, Shared living room

👥 Mixed gender household

💰 £902 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,N/A,7,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/12/97125530.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/12/97125530.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97125531.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97125532.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97125533.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97125534.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97125535.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/BR_14x11.png",Free tocontact,N/A,"Parking, Bills Included, Furnished",,,No,31-Aug-25,No,Yes,Yes,No,,0,0,,,No,Furnished,No,No,"2 Females, 2 Males",shared,45,None,22,6 months,,4,Available to all,No,No,902 pcm,No,double,No,No,6,
https://www.spareroom.co.uk/flatshare/london/clapham/17715639?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Double room in Clapham for 1150,Clapham,51.46807810,-0.12962570,1150,"🏠 Double room in Clapham for 1150

✨ Private garden access, Balcony with views, Parking available, Fully furnished, Bills included, Spacious double bedroom, Shared living room, Garden/patio access, Balcony or roof terrace

👥 Larger household with social atmosphere, Mixed gender household

💰 £1150 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,N/A,9,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/13/97130851.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/13/97130851.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/13/97130849.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/34/95340457.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/34/95340453.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/34/95340459.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/13/97130847.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/13/97130848.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/13/97130850.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png",Free tocontact,N/A,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,1-Oct-25,Yes,Yes,Yes,No,0,,,,,No,Furnished,No,Yes,"1 Female, 6 Males",shared,45,12 months,21,6 months,7,,Not suitable for students,No,No,"1,150 pcm",No,double,Yes,No,8,
https://www.spareroom.co.uk/flatshare/london/fulham/17907788?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Cosy Bedroom in Fulham,Fulham,51.48021410,-0.20063460,"1,306","🏠 Cosy Bedroom in Fulham

✨ Private garden access, Parking available, Fully furnished, Bills included, Spacious double bedroom, Shared living room, Garden/patio access

👥 Medium-sized household, Mixed gender household

📅 Available for immediate move-in

💰 £1,306 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,11,https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/96/96963125.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/96/96963125.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/96/96963124.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/96/96963123.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/96/96963170.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/96/96963167.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/96/96963168.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/96/96963172.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/96/96963165.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/96/96963166.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/96/96963169.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/42/60/42603067.jpg",Free tocontact,Built Asset Management Limited,"Parking, Garden, Bills Included, Furnished",,22 to 27,No,31-Aug-25,,Yes,Yes,No,0,,,,,,Furnished,,Yes,"2 Females, 2 Males",shared,45,12 months,21,6 months,4,,Not suitable for students,Yes,No,"1,306 pcm",Yes,(NOW LET),No,No,6,
https://www.spareroom.co.uk/flatshare/london/acton/17891875?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Lovely Spacious Double Bedroom in Acton W3,Acton,51.50472520,-0.25400710,"1,020","🏠 Lovely Spacious Double Bedroom in Acton W3

✨ Private garden access, Balcony with views, Parking available, Fully furnished, Bills included, Spacious double bedroom

👥 Small, friendly household, Male-only household

📅 Available for immediate move-in

💰 £1,020 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,8,https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/83/96832218.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/83/96832218.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/83/96832219.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/83/96832215.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/83/96832214.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/83/96832217.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/42/60/42603067.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/LDNOG_14x11.png, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/BR_14x11.png",Free tocontact,Built Asset Management Limited,"Parking, Garden, Balcony, Bills Included, Furnished",,20 to 39,No,Now,No,Yes,Yes,No,0,,,,,No,Furnished,No,No,3 Males,No,45,None,21,3 months,3,,Not suitable for students,Yes,No,"1,020 pcm",Yes,double,No,No,4,
https://www.spareroom.co.uk/flatshare/london/balham/17924636?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Three Spacious Double Rooms in Lovely Balham SW12,Balham,51.44053250,-0.16256560,"1,350","🏠 Three Spacious Double Rooms in Lovely Balham SW12

✨ Private garden access, Balcony with views, Parking available, Fully furnished, Bills included, Spacious double bedroom, Shared living room, Garden/patio access

👥 Small, friendly household, Male-only household

📅 Available for immediate move-in

💰 £1,350 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,12,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/12/97129502.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/12/97129502.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/10/97100155.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/10/97100153.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/10/97100167.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/10/97100163.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/10/97100168.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/10/97100169.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/10/97100170.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/10/97100152.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/10/97100164.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/10/97100165.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/42/60/42603067.jpg",Free tocontact,Built Asset Management Limited,"Parking, Garden, Balcony, Bills Included, Furnished",,26 to 33,No,12-Sep-25,No,Yes,Yes,No,0,,,,,No,Furnished,No,Yes,3 Males,shared,45,12 months,21,6 months,3,,Not suitable for students,Yes,No,"1,350 pcm",Yes,(NOW LET),No,No,6,
https://www.spareroom.co.uk/flatshare/london/ealing/17924540?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Double Bedroom in Lovely Modern Home W7,Ealing,51.50803080,-0.32784880,900,"🏠 Double Bedroom in Lovely Modern Home W7

✨ Private garden access, Balcony with views, Parking available, Fully furnished, Bills included, Spacious double bedroom, Shared living room, Garden/patio access

👥 Medium-sized household, Mixed gender household

📅 Available for immediate move-in

💰 £900 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,12,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/09/97099490.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/09/97099490.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/09/97099479.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/09/97099486.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/09/97099480.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/09/97099484.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/09/97099487.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/09/97099481.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/09/97099489.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/09/97099482.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/09/97099488.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/09/97099483.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/BR_14x11.png",Free tocontact,N/A,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,Now,No,Yes,Yes,No,0,,,,,No,Furnished,No,Yes,"3 Females, 2 Males",shared,45,12 months,21,6 months,5,,Not suitable for students,Yes,No,900 pcm,Yes,double,No,No,6,
https://www.spareroom.co.uk/flatshare/london/fulham/17928140?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Cosy Bedroom in Lovely Fulham Home SW6,Fulham,51.47595700,-0.20980240,"1,075","🏠 Cosy Bedroom in Lovely Fulham Home SW6

✨ Private garden access, Balcony with views, Parking available, Fully furnished, Bills included, Spacious double bedroom, Shared living room, Garden/patio access

👥 Medium-sized household, Mixed gender household

💰 £1,075 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,N/A,10,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/12/97127968.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/12/97127968.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97127967.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97127965.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97127966.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97127961.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97127964.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97127962.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97127963.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/42/60/42603067.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png",Free tocontact,Built Asset Management Limited,"Parking, Garden, Balcony, Bills Included, Furnished",,21 to 32,No,13-Sep-25,No,Yes,Yes,No,0,,,,,No,Furnished,No,Yes,"1 Female, 3 Males",shared,45,12 months,21,6 months,4,,Not suitable for students,Yes,No,"1,075 pcm",Yes,double,No,No,5,
https://www.spareroom.co.uk/flatshare/london/northfields/17922665?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Spacious Double Bedroom in Northfields W13,Northfields,51.50558790,-0.31924940,878,"🏠 Spacious Double Bedroom in Northfields W13

✨ Private garden access, Balcony with views, Parking available, Fully furnished, Bills included, Spacious double bedroom, Garden/patio access

👥 Medium-sized household, Mixed gender household

💰 £878 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,N/A,10,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/08/97084015.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/08/97084015.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/08/97084016.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/08/97084017.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/08/97084010.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/08/97084012.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/08/97084013.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/08/97084011.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/08/97084014.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/42/60/42603067.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png",Free tocontact,Built Asset Management Limited,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,14-Sep-25,No,Yes,Yes,No,0,,,,,No,Furnished,No,Yes,"2 Females, 2 Males",No,45,6 months,21,6 months,4,,Not suitable for students,Yes,No,878 pcm,Yes,double,No,No,5,
https://www.spareroom.co.uk/flatshare/london/chiswick/17928088?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Lovely Large Bedroom in Chiswick Home W4,Chiswick,51.50049040,-0.25405380,"1,137","🏠 Lovely Large Bedroom in Chiswick Home W4

✨ Private garden access, Parking available, Fully furnished, Bills included, Spacious double bedroom, Shared living room, Garden/patio access

👥 Medium-sized household, Male-only household

📅 Available for immediate move-in

💰 £1,137 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,10,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/12/97127574.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/12/97127574.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97127586.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97127582.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97127587.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97127588.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97127590.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97127573.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97127589.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97127591.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/42/60/42603067.jpg",Free tocontact,Built Asset Management Limited,"Parking, Garden, Bills Included, Furnished",,20 to 31,No,31-Aug-25,,Yes,Yes,No,0,,,,,,Furnished,,Yes,4 Males,shared,45,12 months,21,6 months,4,,Not suitable for students,Yes,No,"1,137 pcm",Yes,double,No,No,7,
https://www.spareroom.co.uk/flatshare/london/acton/17928007?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Gorgeous Ground Floor Room in Acton W3 *SHORT LET*,Acton,51.50919400,-0.28261450,"1,000","🏠 Gorgeous Ground Floor Room in Acton W3 *SHORT LET*

✨ Private garden access, Parking available, Fully furnished, Bills included, Spacious double bedroom, Shared living room, Garden/patio access

👥 Medium-sized household, Mixed gender household

💰 £1,000 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,N/A,13,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/12/97126929.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/12/97126929.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97126966.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97126967.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97126920.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97126921.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97126919.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97126922.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97126968.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97126912.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97126913.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97126917.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97126918.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png",Free tocontact,N/A,"Parking, Garden, Bills Included, Furnished",,,No,31-Aug-25,No,Yes,Yes,No,0,,,,,No,Furnished,No,Yes,"5 Females, 1 Male",shared,45,3 months,21,3 months,6,,Not suitable for students,Yes,No,"1,000 pcm",Yes,double,No,No,7,
